no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal,tahun_lahir,generasi,profit_per_item,total_profit,total_revenue
BON00167,PEL01930,2023-09-09,Jakarta,PRD00014,24,15,3,no,Dedi WJG,L,1966-04-03,Monitor,Eizo,750000.0,557724.0,1966,Gen X,192276.0,4614624.0,18000000.0
BON00168,PEL01766,2021-03-06,Tangerang,PRD00035,12,5,5,no,Budi TES,L,1965-08-04,Printer,Panasonic,2000000.0,1788056.0,1965,Gen X,211944.0,2543328.0,24000000.0
BON00169,PEL01215,2025-02-28,Jakarta,PRD00035,11,5,5,no,Sari TGR,P,1984-07-07,Printer,Panasonic,2000000.0,1788056.0,1984,Milenial,211944.0,2331384.0,22000000.0
BON00170,PEL01845,2024-08-28,Jakarta,PRD00017,11,0,2,no,Lia ORI,P,1984-06-09,Keyboard,Epson,1250000.0,983813.0,1984,Milenial,266187.0,2928057.0,13750000.0
BON00172,PEL00518,2021-05-04,Bekasi,PRD00005,16,0,3,no,Sari GMJ,P,2004-02-13,Mouse,Microsoft,225000.0,178221.0,2004,Gen Z,46779.0,748464.0,3600000.0
BON00173,PEL00079,2024-04-26,Tangerang,PRD00068,20,5,4,no,Budi UYL,L,2005-07-17,PC Rakitan,MJ014,29000000.0,25312998.0,2005,Gen Z,3687002.0,73740040.0,580000000.0
BON00174,PEL01408,2025-02-28,Bekasi,PRD00009,30,5,5,no,Joko LJU,L,2005-10-24,Monitor,Samsung,1600000.0,1139107.0,2005,Gen Z,460893.0,13826790.0,48000000.0
BON00177,PEL00129,2021-03-01,Depok,PRD00010,18,5,1,yes,Rudi FCU,L,1966-07-01,Monitor,BenQ,1950000.0,1409393.0,1966,Gen X,540607.0,9730926.0,35100000.0
BON00178,PEL00611,2021-08-07,Tangerang,PRD00005,26,5,3,no,Dewi UHB,P,1981-05-06,Mouse,Microsoft,225000.0,178221.0,1981,Milenial,46779.0,1216254.0,5850000.0
BON00179,PEL01454,2022-04-05,Bogor,PRD00035,26,5,5,no,Rudi ZQX,L,1969-04-21,Printer,Panasonic,2000000.0,1788056.0,1969,Gen X,211944.0,5510544.0,52000000.0
BON00180,PEL01364,2022-01-07,Tangerang,PRD00042,16,5,4,no,Rudi OOA,L,2004-01-03,Speaker,Robot,1500000.0,1241712.0,2004,Gen Z,258288.0,4132608.0,24000000.0
BON00181,PEL01535,2024-12-22,Bogor,PRD00055,41,25,2,no,Joko GDE,L,1983-12-02,PC Rakitan,MJ001,7000000.0,5407340.0,1983,Milenial,1592660.0,65299060.0,287000000.0
BON00183,PEL01107,2024-01-20,Tangerang,PRD00074,16,5,3,no,Dewi XMO,P,2004-08-04,PC Rakitan,MJ020,21500000.0,13410455.0,2004,Gen Z,8089545.0,129432720.0,344000000.0
BON00184,PEL01328,2025-04-02,Bandung,PRD00001,18,5,5,no,Joko QVG,L,1992-06-10,Mouse,Logitech,125000.0,107423.0,1992,Milenial,17577.0,316386.0,2250000.0
BON00185,PEL01472,2024-06-14,Depok,PRD00021,29,0,1,yes,Agus CKO,L,2005-07-22,Keyboard,Xerox,750000.0,514953.0,2005,Gen Z,235047.0,6816363.0,21750000.0
BON00187,PEL01849,2021-07-14,Bandung,PRD00020,28,5,4,no,Lia DYK,P,1984-03-24,Keyboard,Samsung,600000.0,501505.0,1984,Milenial,98495.0,2757860.0,16800000.0
BON00188,PEL00212,2023-11-07,Bekasi,PRD00015,17,5,3,no,Budi ILA,L,1998-12-27,Monitor,ViewSonic,1950000.0,1227395.0,1998,Gen Z,722605.0,12284285.0,33150000.0
BON00190,PEL01906,2025-03-27,Depok,PRD00051,21,15,3,no,Lia YSP,P,1975-09-17,Laptop,Samsung,9500000.0,7390128.0,1975,Gen X,2109872.0,44307312.0,199500000.0
BON00191,PEL00630,2022-08-14,Bogor,PRD00019,19,0,2,no,Sari VLZ,P,1968-12-19,Keyboard,Brother,1150000.0,843532.0,1968,Gen X,306468.0,5822892.0,21850000.0
BON00192,PEL01914,2022-12-19,Bogor,PRD00019,54,25,2,no,Budi KMC,L,2003-04-13,Keyboard,Brother,1150000.0,843532.0,2003,Gen Z,306468.0,16549272.0,62100000.0
BON00193,PEL00220,2022-11-27,Bogor,PRD00042,23,5,4,no,Rina XYK,P,1971-01-27,Speaker,Robot,1500000.0,1241712.0,1971,Gen X,258288.0,5940624.0,34500000.0
BON00195,PEL01195,2023-03-24,Jakarta,PRD00052,15,15,2,no,Sari THM,P,1987-08-16,Laptop,Microsoft,13500000.0,11312162.0,1987,Milenial,2187838.0,32817570.0,202500000.0
BON00196,PEL01900,2021-11-08,Tangerang,PRD00028,16,10,3,no,Tina OYJ,P,1972-06-22,Printer,HP,2800000.0,1776707.0,1972,Gen X,1023293.0,16372688.0,44800000.0
BON00197,PEL01898,2023-09-04,Depok,PRD00034,17,10,4,no,Rudi CWO,L,1971-08-23,Printer,Kyocera,2200000.0,1936263.0,1971,Gen X,263737.0,4483529.0,37400000.0
BON00198,PEL01846,2025-04-04,Bekasi,PRD00003,16,15,2,no,Agus SNX,L,1992-12-21,Mouse,SteelSeries,450000.0,358724.0,1992,Milenial,91276.0,1460416.0,7200000.0
BON00199,PEL00270,2022-02-18,Jakarta,PRD00033,23,5,4,no,Sari MJC,P,2003-06-10,Printer,Ricoh,1800000.0,1412073.0,2003,Gen Z,387927.0,8922321.0,41400000.0
BON00200,PEL00892,2022-06-13,Bandung,PRD00025,15,15,4,no,Lia BDY,P,1991-07-04,Keyboard,Panasonic,400000.0,287728.0,1991,Milenial,112272.0,1684080.0,6000000.0
BON00201,PEL00983,2022-08-12,Bekasi,PRD00028,13,10,4,no,Sari GII,P,2005-04-11,Printer,HP,2800000.0,1776707.0,2005,Gen Z,1023293.0,13302809.0,36400000.0
BON00202,PEL01169,2022-05-07,Bogor,PRD00012,29,10,1,yes,Lia EWL,P,1976-09-16,Monitor,MSI,1800000.0,1596299.0,1976,Gen X,203701.0,5907329.0,52200000.0
BON00204,PEL00533,2024-02-18,Bogor,PRD00062,21,15,3,no,Joko FIZ,L,1998-11-24,PC Rakitan,MJ008,11500000.0,8910960.0,1998,Gen Z,2589040.0,54369840.0,241500000.0
BON00205,PEL00473,2021-01-20,Bandung,PRD00035,29,15,4,no,Agus SNP,L,1970-01-18,Printer,Panasonic,2000000.0,1788056.0,1970,Gen X,211944.0,6146376.0,58000000.0
BON00206,PEL00225,2024-05-20,Jakarta,PRD00073,27,10,3,no,Dewi NHY,P,1980-05-24,PC Rakitan,MJ019,24000000.0,18575188.0,1980,Milenial,5424812.0,146469924.0,648000000.0
BON00207,PEL00770,2022-07-22,Bekasi,PRD00009,26,0,4,no,Tina XKB,P,2002-11-23,Monitor,Samsung,1600000.0,1139107.0,2002,Gen Z,460893.0,11983218.0,41600000.0
BON00208,PEL01005,2023-01-03,Depok,PRD00023,10,5,4,no,Budi KTD,L,2001-03-23,Keyboard,Ricoh,450000.0,375091.0,2001,Gen Z,74909.0,749090.0,4500000.0
BON00209,PEL01270,2024-09-21,Tangerang,PRD00015,20,0,3,no,Dedi ROZ,L,1997-07-13,Monitor,ViewSonic,1950000.0,1227395.0,1997,Gen Z,722605.0,14452100.0,39000000.0
BON00210,PEL00299,2022-01-08,Bandung,PRD00010,23,10,2,no,Agus WSO,L,1971-06-06,Monitor,BenQ,1950000.0,1409393.0,1971,Gen X,540607.0,12433961.0,44850000.0
BON00212,PEL01775,2024-01-05,Bogor,PRD00051,28,5,2,no,Sari APB,P,1977-02-17,Laptop,Samsung,9500000.0,7390128.0,1977,Gen X,2109872.0,59076416.0,266000000.0
BON00213,PEL00527,2024-07-14,Jakarta,PRD00061,15,10,4,no,Lia SGM,P,1975-04-03,PC Rakitan,MJ007,8000000.0,5099595.0,1975,Gen X,2900405.0,43506075.0,120000000.0
BON00214,PEL00982,2025-03-15,Jakarta,PRD00015,28,10,3,no,Dedi NED,L,1995-12-01,Monitor,ViewSonic,1950000.0,1227395.0,1995,Gen Z,722605.0,20232940.0,54600000.0
BON00215,PEL01158,2024-01-15,Bekasi,PRD00005,17,0,1,yes,Rudi ACE,L,1977-07-20,Mouse,Microsoft,225000.0,178221.0,1977,Gen X,46779.0,795243.0,3825000.0
BON00216,PEL01144,2024-11-07,Bandung,PRD00021,19,5,1,yes,Budi UPM,L,1999-08-21,Keyboard,Xerox,750000.0,514953.0,1999,Gen Z,235047.0,4465893.0,14250000.0
BON00217,PEL00298,2021-11-15,Bekasi,PRD00011,30,5,3,no,Rina TNM,P,1993-11-09,Monitor,Acer,1000000.0,747733.0,1993,Milenial,252267.0,7568010.0,30000000.0
BON00218,PEL00269,2022-03-11,Tangerang,PRD00023,22,10,4,no,Rudi CHB,L,1999-07-01,Keyboard,Ricoh,450000.0,375091.0,1999,Gen Z,74909.0,1647998.0,9900000.0
BON00219,PEL01387,2023-12-26,Depok,PRD00020,54,25,1,yes,Lia BZA,P,1968-09-13,Keyboard,Samsung,600000.0,501505.0,1968,Gen X,98495.0,5318730.0,32400000.0
BON00221,PEL01297,2022-05-28,Bekasi,PRD00001,12,0,2,no,Sari VDJ,P,1985-06-11,Mouse,Logitech,125000.0,107423.0,1985,Milenial,17577.0,210924.0,1500000.0
BON00222,PEL01279,2021-09-22,Depok,PRD00006,22,15,3,no,Lia JEK,P,1980-05-16,Monitor,LG,1900000.0,1147364.0,1980,Milenial,752636.0,16557992.0,41800000.0
BON00224,PEL01447,2023-08-28,Bandung,PRD00009,30,15,4,no,Agus JLW,L,1969-02-19,Monitor,Samsung,1600000.0,1139107.0,1969,Gen X,460893.0,13826790.0,48000000.0
BON00225,PEL00270,2023-12-05,Jakarta,PRD00033,80,25,3,no,Sari MJC,P,2003-06-10,Printer,Ricoh,1800000.0,1412073.0,2003,Gen Z,387927.0,31034160.0,144000000.0
BON00227,PEL01448,2021-09-09,Bogor,PRD00009,17,10,3,no,Dewi UFD,P,2000-07-19,Monitor,Samsung,1600000.0,1139107.0,2000,Gen Z,460893.0,7835181.0,27200000.0
BON00228,PEL01535,2022-04-10,Tangerang,PRD00007,26,5,3,no,Joko GDE,L,1983-12-02,Monitor,Dell,1850000.0,1578030.0,1983,Milenial,271970.0,7071220.0,48100000.0
BON00229,PEL00597,2024-07-01,Bogor,PRD00020,15,15,4,no,Tina XDD,P,1966-02-10,Keyboard,Samsung,600000.0,501505.0,1966,Gen X,98495.0,1477425.0,9000000.0
BON00230,PEL01520,2025-01-10,Bogor,PRD00003,17,0,1,yes,Dedi KVQ,L,1987-09-09,Mouse,SteelSeries,450000.0,358724.0,1987,Milenial,91276.0,1551692.0,7650000.0
BON00231,PEL01362,2024-02-09,Jakarta,PRD00026,26,0,1,yes,Dewi GCE,P,1988-12-16,Printer,Canon,1800000.0,1375032.0,1988,Milenial,424968.0,11049168.0,46800000.0
BON00233,PEL01242,2023-06-04,Bogor,PRD00049,18,0,4,no,Tina EPH,P,2004-02-13,Laptop,Dell,11750000.0,7974594.0,2004,Gen Z,3775406.0,67957308.0,211500000.0
BON00234,PEL00150,2023-01-16,Bogor,PRD00031,29,15,2,no,Lia KIK,P,1993-07-23,Printer,Xerox,2700000.0,1999288.0,1993,Milenial,700712.0,20320648.0,78300000.0
BON00235,PEL00050,2023-05-18,Bandung,PRD00032,10,0,3,no,Dewi TAF,P,1983-06-01,Printer,Lexmark,2500000.0,1828761.0,1983,Milenial,671239.0,6712390.0,25000000.0
BON00236,PEL00772,2022-04-13,Bogor,PRD00033,16,5,3,no,Dewi TFF,P,1981-04-21,Printer,Ricoh,1800000.0,1412073.0,1981,Milenial,387927.0,6206832.0,28800000.0
BON00237,PEL00776,2025-04-03,Depok,PRD00015,16,15,1,yes,Rudi KSN,L,1991-06-05,Monitor,ViewSonic,1950000.0,1227395.0,1991,Milenial,722605.0,11561680.0,31200000.0
BON00238,PEL01974,2025-02-12,Tangerang,PRD00067,15,15,5,no,Agus TBE,L,2005-10-08,PC Rakitan,MJ013,24000000.0,20554678.0,2005,Gen Z,3445322.0,51679830.0,360000000.0
BON00239,PEL01194,2021-09-04,Bandung,PRD00001,27,10,4,no,Lia GUU,P,1969-08-01,Mouse,Logitech,125000.0,107423.0,1969,Gen X,17577.0,474579.0,3375000.0
BON00240,PEL00153,2025-06-19,Depok,PRD00020,28,5,5,no,Sari BSF,P,1974-09-21,Keyboard,Samsung,600000.0,501505.0,1974,Gen X,98495.0,2757860.0,16800000.0
BON00241,PEL01515,2021-08-10,Depok,PRD00002,17,15,1,yes,Dewi MIR,P,1981-07-01,Mouse,Razer,125000.0,87603.0,1981,Milenial,37397.0,635749.0,2125000.0
BON00242,PEL01013,2025-02-09,Depok,PRD00056,28,15,1,yes,Joko CYN,L,1988-11-11,PC Rakitan,MJ002,11000000.0,8515886.0,1988,Milenial,2484114.0,69555192.0,308000000.0
BON00243,PEL01267,2024-07-19,Bandung,PRD00024,17,10,5,no,Budi JYE,L,2004-08-02,Keyboard,Kyocera,850000.0,759960.0,2004,Gen Z,90040.0,1530680.0,14450000.0
BON00244,PEL01248,2025-05-24,Bandung,PRD00024,18,0,3,no,Tina REU,P,2001-09-19,Keyboard,Kyocera,850000.0,759960.0,2001,Gen Z,90040.0,1620720.0,15300000.0
BON00245,PEL00582,2025-03-24,Depok,PRD00030,23,15,4,no,Budi PVS,L,1995-02-16,Printer,Samsung,2700000.0,1800182.0,1995,Gen Z,899818.0,20695814.0,62100000.0
BON00246,PEL01014,2023-05-12,Tangerang,PRD00020,27,10,2,no,Dewi BSO,P,1985-05-14,Keyboard,Samsung,600000.0,501505.0,1985,Milenial,98495.0,2659365.0,16200000.0
BON00247,PEL00446,2023-03-21,Bogor,PRD00052,19,15,1,yes,Rina GJD,P,1995-02-09,Laptop,Microsoft,13500000.0,11312162.0,1995,Gen Z,2187838.0,41568922.0,256500000.0
BON00248,PEL00158,2022-11-20,Bekasi,PRD00016,12,5,2,no,Rudi YPR,L,1990-07-08,Keyboard,Canon,1100000.0,902572.0,1990,Milenial,197428.0,2369136.0,13200000.0
BON00249,PEL01086,2021-12-12,Bogor,PRD00014,87,25,2,no,Joko POT,L,1975-06-12,Monitor,Eizo,750000.0,557724.0,1975,Gen X,192276.0,16728012.0,65250000.0
BON00250,PEL01938,2025-04-15,Bogor,PRD00025,22,5,2,no,Lia BFA,P,1985-05-06,Keyboard,Panasonic,400000.0,287728.0,1985,Milenial,112272.0,2469984.0,8800000.0
BON00251,PEL00508,2023-04-03,Jakarta,PRD00020,24,0,5,no,Tina SYN,P,1998-06-04,Keyboard,Samsung,600000.0,501505.0,1998,Gen Z,98495.0,2363880.0,14400000.0
BON00254,PEL01746,2022-09-06,Bogor,PRD00044,18,10,5,no,Rina XNL,P,1993-12-09,Speaker,Polytron,200000.0,162998.0,1993,Milenial,37002.0,666036.0,3600000.0
BON00255,PEL01211,2022-08-03,Bandung,PRD00026,11,15,4,no,Agus ZMS,L,2002-06-08,Printer,Canon,1800000.0,1375032.0,2002,Gen Z,424968.0,4674648.0,19800000.0
BON00256,PEL00331,2023-05-10,Tangerang,PRD00030,24,5,5,no,Budi BNQ,L,1976-11-18,Printer,Samsung,2700000.0,1800182.0,1976,Gen X,899818.0,21595632.0,64800000.0
BON00257,PEL00350,2023-03-28,Tangerang,PRD00049,16,10,3,no,Budi OAP,L,1995-12-02,Laptop,Dell,11750000.0,7974594.0,1995,Gen Z,3775406.0,60406496.0,188000000.0
BON00258,PEL01616,2024-12-04,Bekasi,PRD00017,77,25,2,no,Joko COS,L,1980-07-10,Keyboard,Epson,1250000.0,983813.0,1980,Milenial,266187.0,20496399.0,96250000.0
BON00259,PEL00771,2024-09-13,Bekasi,PRD00052,20,15,2,no,Tina OGF,P,1968-10-15,Laptop,Microsoft,13500000.0,11312162.0,1968,Gen X,2187838.0,43756760.0,270000000.0
BON00261,PEL01029,2023-02-16,Bogor,PRD00053,19,0,2,no,Joko LHK,L,1968-01-10,Laptop,Razer,13000000.0,10909656.0,1968,Gen X,2090344.0,39716536.0,247000000.0
BON00262,PEL00433,2021-09-28,Bekasi,PRD00017,16,10,1,yes,Rina IWY,P,1993-07-08,Keyboard,Epson,1250000.0,983813.0,1993,Milenial,266187.0,4258992.0,20000000.0
BON00263,PEL00629,2021-09-09,Depok,PRD00028,24,5,3,no,Lia NFP,P,1979-07-09,Printer,HP,2800000.0,1776707.0,1979,Gen X,1023293.0,24559032.0,67200000.0
BON00264,PEL00573,2022-12-09,Bandung,PRD00020,81,25,3,no,Tina GHE,P,1966-11-15,Keyboard,Samsung,600000.0,501505.0,1966,Gen X,98495.0,7978095.0,48600000.0
BON00265,PEL01850,2023-03-03,Bandung,PRD00021,23,10,1,yes,Tina MSZ,P,2000-07-05,Keyboard,Xerox,750000.0,514953.0,2000,Gen Z,235047.0,5406081.0,17250000.0
BON00266,PEL00505,2022-02-25,Jakarta,PRD00028,26,15,1,yes,Rina AEZ,P,1990-04-24,Printer,HP,2800000.0,1776707.0,1990,Milenial,1023293.0,26605618.0,72800000.0
BON00267,PEL00569,2022-11-09,Bogor,PRD00002,29,15,1,yes,Rudi HVM,L,1978-07-18,Mouse,Razer,125000.0,87603.0,1978,Gen X,37397.0,1084513.0,3625000.0
BON00268,PEL01345,2022-12-08,Bekasi,PRD00041,31,25,4,no,Sari VSC,P,1967-01-12,Speaker,Advance,900000.0,624242.0,1967,Gen X,275758.0,8548498.0,27900000.0
BON00269,PEL01882,2024-04-26,Bandung,PRD00003,19,10,3,no,Lia KUM,P,1979-07-06,Mouse,SteelSeries,450000.0,358724.0,1979,Gen X,91276.0,1734244.0,8550000.0
BON00270,PEL01739,2023-06-11,Jakarta,PRD00048,29,10,4,no,Rina QEL,P,1973-10-01,Laptop,Lenovo,19750000.0,14463191.0,1973,Gen X,5286809.0,153317461.0,572750000.0
BON00271,PEL00271,2021-03-16,Tangerang,PRD00025,13,10,1,yes,Joko LJQ,L,1976-11-16,Keyboard,Panasonic,400000.0,287728.0,1976,Gen X,112272.0,1459536.0,5200000.0
BON00272,PEL01523,2022-01-21,Bandung,PRD00003,11,15,4,no,Joko GZJ,L,1984-04-13,Mouse,SteelSeries,450000.0,358724.0,1984,Milenial,91276.0,1004036.0,4950000.0
BON00273,PEL01680,2022-04-02,Bekasi,PRD00030,24,5,3,no,Tina FFS,P,1968-02-10,Printer,Samsung,2700000.0,1800182.0,1968,Gen X,899818.0,21595632.0,64800000.0
BON00274,PEL00482,2022-01-13,Bandung,PRD00043,12,15,1,yes,Agus OTL,L,1994-10-06,Speaker,Simbadda,1000000.0,619214.0,1994,Milenial,380786.0,4569432.0,12000000.0
BON00275,PEL01833,2022-02-21,Jakarta,PRD00010,26,15,3,no,Budi TGA,L,1983-04-08,Monitor,BenQ,1950000.0,1409393.0,1983,Milenial,540607.0,14055782.0,50700000.0
BON00276,PEL01025,2023-04-26,Depok,PRD00029,16,5,2,no,Dewi WOL,P,1969-06-12,Printer,Brother,900000.0,607976.0,1969,Gen X,292024.0,4672384.0,14400000.0
BON00277,PEL01804,2022-04-21,Depok,PRD00042,26,0,4,no,Dedi VWZ,L,1983-04-28,Speaker,Robot,1500000.0,1241712.0,1983,Milenial,258288.0,6715488.0,39000000.0
BON00278,PEL01230,2024-03-05,Depok,PRD00014,23,5,3,no,Dedi HSD,L,1980-06-01,Monitor,Eizo,750000.0,557724.0,1980,Milenial,192276.0,4422348.0,17250000.0
BON00279,PEL01848,2025-03-22,Bogor,PRD00072,16,0,4,no,Agus UZR,L,1970-02-26,PC Rakitan,MJ018,15000000.0,13120022.0,1970,Gen X,1879978.0,30079648.0,240000000.0
BON00281,PEL00383,2024-07-20,Depok,PRD00069,12,10,5,no,Budi RFE,L,2005-07-03,PC Rakitan,MJ015,18000000.0,15465769.0,2005,Gen Z,2534231.0,30410772.0,216000000.0
BON00282,PEL01703,2022-03-16,Bekasi,PRD00010,11,0,2,no,Rudi VXH,L,1975-08-20,Monitor,BenQ,1950000.0,1409393.0,1975,Gen X,540607.0,5946677.0,21450000.0
BON00283,PEL01185,2024-03-04,Tangerang,PRD00024,24,5,3,no,Budi UWH,L,1968-05-16,Keyboard,Kyocera,850000.0,759960.0,1968,Gen X,90040.0,2160960.0,20400000.0
BON00284,PEL01255,2021-06-01,Depok,PRD00005,27,15,4,no,Rudi QCG,L,1981-04-13,Mouse,Microsoft,225000.0,178221.0,1981,Milenial,46779.0,1263033.0,6075000.0
BON00285,PEL01908,2022-02-04,Bandung,PRD00009,13,5,4,no,Agus HDB,L,2004-11-05,Monitor,Samsung,1600000.0,1139107.0,2004,Gen Z,460893.0,5991609.0,20800000.0
BON00287,PEL00893,2023-05-17,Bekasi,PRD00048,27,5,2,no,Dedi JME,L,1993-07-18,Laptop,Lenovo,19750000.0,14463191.0,1993,Milenial,5286809.0,142743843.0,533250000.0
BON00288,PEL00593,2024-08-07,Bekasi,PRD00063,11,10,2,no,Lia UXT,P,1986-10-07,PC Rakitan,MJ009,23500000.0,18708453.0,1986,Milenial,4791547.0,52707017.0,258500000.0
BON00289,PEL00047,2024-12-15,Jakarta,PRD00062,85,25,1,yes,Dewi UPC,P,2005-03-04,PC Rakitan,MJ008,11500000.0,8910960.0,2005,Gen Z,2589040.0,220068400.0,977500000.0
BON00290,PEL01250,2022-08-02,Bekasi,PRD00029,28,0,5,no,Joko TZD,L,1986-05-07,Printer,Brother,900000.0,607976.0,1986,Milenial,292024.0,8176672.0,25200000.0
BON00292,PEL01357,2022-12-23,Depok,PRD00002,54,25,5,no,Dewi GCN,P,1976-06-20,Mouse,Razer,125000.0,87603.0,1976,Gen X,37397.0,2019438.0,6750000.0
BON00293,PEL00102,2025-06-05,Tangerang,PRD00049,30,0,1,yes,Budi MJF,L,1979-07-14,Laptop,Dell,11750000.0,7974594.0,1979,Gen X,3775406.0,113262180.0,352500000.0
BON00294,PEL01456,2024-04-14,Bandung,PRD00017,21,0,1,yes,Tina SBW,P,1967-08-13,Keyboard,Epson,1250000.0,983813.0,1967,Gen X,266187.0,5589927.0,26250000.0
BON00295,PEL00311,2021-06-12,Depok,PRD00032,19,5,2,no,Sari VIC,P,1992-08-18,Printer,Lexmark,2500000.0,1828761.0,1992,Milenial,671239.0,12753541.0,47500000.0
BON00296,PEL01618,2022-10-21,Bekasi,PRD00029,23,10,1,yes,Dedi MNK,L,1979-03-08,Printer,Brother,900000.0,607976.0,1979,Gen X,292024.0,6716552.0,20700000.0
BON00297,PEL01413,2024-12-18,Tangerang,PRD00071,41,25,5,no,Dedi OIR,L,1974-02-06,PC Rakitan,MJ017,25000000.0,19070970.0,1974,Gen X,5929030.0,243090230.0,1025000000.0
BON00298,PEL01090,2023-03-24,Jakarta,PRD00007,16,15,5,no,Rudi SVJ,L,1974-06-25,Monitor,Dell,1850000.0,1578030.0,1974,Gen X,271970.0,4351520.0,29600000.0
BON00299,PEL01758,2021-04-16,Depok,PRD00040,15,10,1,yes,Rina EUM,P,1972-01-22,Speaker,Harman Kardon,500000.0,359780.0,1972,Gen X,140220.0,2103300.0,7500000.0
BON00300,PEL01510,2024-04-11,Depok,PRD00024,12,0,1,yes,Budi KXI,L,1981-05-22,Keyboard,Kyocera,850000.0,759960.0,1981,Milenial,90040.0,1080480.0,10200000.0
BON00301,PEL01136,2023-01-19,Bogor,PRD00046,25,5,3,no,Rina KEW,P,1980-07-04,Laptop,ASUS,12000000.0,10206638.0,1980,Milenial,1793362.0,44834050.0,300000000.0
BON00302,PEL01189,2024-09-15,Depok,PRD00010,16,10,2,no,Rina YYT,P,1979-03-26,Monitor,BenQ,1950000.0,1409393.0,1979,Gen X,540607.0,8649712.0,31200000.0
BON00304,PEL00929,2022-02-09,Depok,PRD00028,25,5,4,no,Dewi ROF,P,2003-05-24,Printer,HP,2800000.0,1776707.0,2003,Gen Z,1023293.0,25582325.0,70000000.0
BON00305,PEL01249,2025-01-15,Bekasi,PRD00016,15,5,4,no,Budi LIH,L,2001-08-20,Keyboard,Canon,1100000.0,902572.0,2001,Gen Z,197428.0,2961420.0,16500000.0
BON00306,PEL01462,2023-06-02,Bekasi,PRD00010,16,10,5,no,Budi CZT,L,1966-03-24,Monitor,BenQ,1950000.0,1409393.0,1966,Gen X,540607.0,8649712.0,31200000.0
BON00308,PEL01451,2025-06-02,Bandung,PRD00028,25,10,3,no,Budi BLF,L,1966-04-14,Printer,HP,2800000.0,1776707.0,1966,Gen X,1023293.0,25582325.0,70000000.0
BON00309,PEL01112,2023-06-12,Bogor,PRD00006,28,5,3,no,Budi LDW,L,1993-02-03,Monitor,LG,1900000.0,1147364.0,1993,Milenial,752636.0,21073808.0,53200000.0
BON00310,PEL01416,2025-03-18,Depok,PRD00048,21,15,4,no,Sari GID,P,1967-08-01,Laptop,Lenovo,19750000.0,14463191.0,1967,Gen X,5286809.0,111022989.0,414750000.0
BON00311,PEL00674,2022-04-06,Jakarta,PRD00038,28,15,2,no,Lia BMF,P,1975-08-11,Speaker,Bose,1400000.0,929872.0,1975,Gen X,470128.0,13163584.0,39200000.0
BON00312,PEL01452,2023-10-24,Tangerang,PRD00004,12,5,4,no,Dedi DVP,L,1983-07-03,Mouse,Corsair,425000.0,267954.0,1983,Milenial,157046.0,1884552.0,5100000.0
BON00313,PEL00878,2023-07-17,Depok,PRD00017,15,0,2,no,Budi YMD,L,1978-11-21,Keyboard,Epson,1250000.0,983813.0,1978,Gen X,266187.0,3992805.0,18750000.0
BON00314,PEL01852,2024-06-20,Jakarta,PRD00054,14,10,2,no,Rina OZI,P,1975-01-15,Laptop,Apple,17750000.0,15174836.0,1975,Gen X,2575164.0,36052296.0,248500000.0
BON00316,PEL00606,2025-04-05,Jakarta,PRD00056,23,15,3,no,Lia UFD,P,1998-05-09,PC Rakitan,MJ002,11000000.0,8515886.0,1998,Gen Z,2484114.0,57134622.0,253000000.0
BON00317,PEL01063,2022-12-19,Jakarta,PRD00030,89,25,1,yes,Lia WYF,P,1980-05-25,Printer,Samsung,2700000.0,1800182.0,1980,Milenial,899818.0,80083802.0,240300000.0
BON00318,PEL01360,2022-08-17,Jakarta,PRD00012,20,15,2,no,Tina ZRJ,P,2003-07-01,Monitor,MSI,1800000.0,1596299.0,2003,Gen Z,203701.0,4074020.0,36000000.0
BON00319,PEL01661,2023-08-11,Depok,PRD00046,24,5,3,no,Budi UEA,L,1978-08-06,Laptop,ASUS,12000000.0,10206638.0,1978,Gen X,1793362.0,43040688.0,288000000.0
BON00320,PEL01520,2024-12-23,Depok,PRD00018,85,25,2,no,Dedi KVQ,L,1987-09-09,Keyboard,HP,800000.0,605976.0,1987,Milenial,194024.0,16492040.0,68000000.0
BON00321,PEL00054,2021-01-10,Jakarta,PRD00014,27,10,2,no,Dewi SUX,P,1970-02-16,Monitor,Eizo,750000.0,557724.0,1970,Gen X,192276.0,5191452.0,20250000.0
BON00324,PEL00991,2024-03-26,Tangerang,PRD00054,17,5,1,yes,Tina ASS,P,1979-08-20,Laptop,Apple,17750000.0,15174836.0,1979,Gen X,2575164.0,43777788.0,301750000.0
BON00325,PEL01531,2021-04-09,Tangerang,PRD00030,22,0,1,yes,Sari XNX,P,2002-03-25,Printer,Samsung,2700000.0,1800182.0,2002,Gen Z,899818.0,19795996.0,59400000.0
BON00326,PEL01816,2021-09-01,Bogor,PRD00005,19,10,3,no,Rina CPP,P,1983-04-27,Mouse,Microsoft,225000.0,178221.0,1983,Milenial,46779.0,888801.0,4275000.0
BON00327,PEL00638,2025-05-20,Depok,PRD00045,13,15,4,no,Rina VZH,P,1995-06-10,Laptop,Acer,5000000.0,4016132.0,1995,Gen Z,983868.0,12790284.0,65000000.0
