no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal
BON04681,PEL00126,2/5/2021,Bandung,PRD00036,25,0,5,no,Dewi BSC,P,12/28/1966,Speaker,JBL,1200000.0,807918.0
BON05397,PEL01809,2/5/2021,Depok,PRD00006,24,0,2,no,Agus EEF,L,1/10/1980,Monitor,LG,1900000.0,1147364.0
BON06145,PEL00681,2/5/2021,Bekasi,PRD00007,27,10,4,no,Sari DNX,P,5/8/2003,Monitor,Dell,1850000.0,1578030.0
BON09110,PEL00966,2/5/2021,Tangerang,PRD00030,21,0,5,no,Joko EJV,L,5/4/1986,Printer,Samsung,2700000.0,1800182.0
BON01763,PEL00299,2/6/2021,Depok,PRD00024,25,10,1,yes,Agus WSO,L,6/6/1971,Keyboard,Kyocera,850000.0,759960.0
BON03905,PEL00019,2/6/2021,Bandung,PRD00020,15,0,4,no,Agus HWM,L,12/8/2001,Keyboard,Samsung,600000.0,501505.0
BON07093,PEL01126,2/6/2021,Depok,PRD00030,13,5,1,yes,Tina QJJ,P,11/7/1971,Printer,Samsung,2700000.0,1800182.0
BON08059,PEL01739,2/6/2021,Bogor,PRD00023,24,0,3,no,Rina QEL,P,10/1/1973,Keyboard,Ricoh,450000.0,375091.0
BON08498,,2/6/2021,Bandung,PRD00024,30,15,3,no,,,,Keyboard,Kyocera,850000.0,759960.0
BON03414,PEL01896,2/7/2021,Bekasi,PRD00031,21,10,3,no,Agus QFI,L,1/21/1992,Printer,Xerox,2700000.0,1999288.0
BON03499,PEL01207,2/7/2021,Tangerang,PRD00022,13,15,4,no,Rudi QCM,L,10/25/1985,Keyboard,Lexmark,550000.0,477099.0
BON03985,PEL01696,2/7/2021,Bandung,PRD00024,13,5,1,yes,Tina HOJ,P,12/15/1984,Keyboard,Kyocera,850000.0,759960.0
BON09322,PEL00277,2/7/2021,Tangerang,PRD00005,11,5,5,no,Joko IPE,L,9/18/1997,Mouse,Microsoft,225000.0,178221.0
BON02137,PEL01109,2/8/2021,Tangerang,PRD00044,12,10,3,no,Joko BKT,L,2/11/1971,Speaker,Polytron,200000.0,162998.0
BON04359,PEL00582,2/8/2021,Bogor,PRD00026,18,0,1,yes,Budi PVS,L,2/16/1995,Printer,Canon,1800000.0,1375032.0
BON07618,PEL00181,2/8/2021,Depok,PRD00040,22,0,5,no,Dedi IJF,L,5/21/1987,Speaker,Harman Kardon,500000.0,359780.0
BON01023,PEL00490,2/9/2021,Tangerang,PRD00017,11,15,2,no,Tina EXJ,P,12/18/1996,Keyboard,Epson,1250000.0,983813.0
BON02513,PEL01155,2/9/2021,Tangerang,PRD00039,12,15,1,yes,Rina LGK,P,8/22/1982,Speaker,Logitech,900000.0,573618.0
BON03051,PEL00371,2/9/2021,Depok,PRD00010,16,10,4,no,Lia HTB,P,8/10/1987,Monitor,BenQ,1950000.0,1409393.0
BON03503,PEL01748,2/9/2021,Bandung,PRD00033,17,10,1,yes,Sari KNJ,P,10/7/1987,Printer,Ricoh,1800000.0,1412073.0
BON07873,PEL00226,2/9/2021,Bandung,PRD00001,12,0,5,no,Rudi JPQ,L,11/8/1986,Mouse,Logitech,125000.0,107423.0
,PEL01450,2/10/2021,Depok,PRD00037,21,10,1,yes,Tina RZZ,P,4/7/1971,Speaker,Sony,700000.0,589264.0
BON01420,PEL00120,2/10/2021,Bogor,PRD00028,13,0,5,no,Dewi LQG,P,12/8/1982,Printer,HP,2800000.0,1776707.0
BON04858,PEL00677,2/10/2021,Depok,PRD00026,26,5,2,no,Dedi GXO,L,6/24/1980,Printer,Canon,1800000.0,1375032.0
BON07071,PEL01344,2/10/2021,Tangerang,PRD00021,19,10,5,no,Rudi WSW,L,11/18/1996,Keyboard,Xerox,750000.0,514953.0
BON08169,PEL01447,2/10/2021,Tangerang,PRD00035,12,0,5,no,Agus JLW,L,2/19/1969,Printer,Panasonic,2000000.0,1788056.0
BON09354,PEL01005,2/10/2021,Depok,PRD00002,21,15,1,yes,Budi KTD,L,3/23/2001,Mouse,Razer,125000.0,87603.0
BON00445,PEL00759,2/11/2021,Bogor,PRD00016,10,5,2,no,Joko MBZ,L,9/3/1997,Keyboard,Canon,1100000.0,902572.0
BON02543,PEL00247,2/11/2021,Bekasi,PRD00007,23,15,3,no,Dewi OQE,P,9/2/1969,Monitor,Dell,1850000.0,1578030.0
BON04246,PEL01197,2/11/2021,Jakarta,PRD00027,11,15,3,no,Rudi SKE,L,12/27/1979,Printer,Epson,1800000.0,1129863.0
BON05542,PEL01606,2/11/2021,Jakarta,PRD00026,29,15,5,no,Dedi EYJ,L,11/1/1983,Printer,Canon,1800000.0,1375032.0
BON05577,PEL01661,2/11/2021,Bandung,PRD00021,16,5,2,no,Budi UEA,L,8/6/1978,Keyboard,Xerox,750000.0,514953.0
BON07266,PEL01328,2/11/2021,Bandung,PRD00009,14,0,4,no,Joko QVG,L,6/10/1992,Monitor,Samsung,1600000.0,1139107.0
BON09544,PEL00610,2/11/2021,Bekasi,PRD00013,25,10,4,no,Tina LEK,P,5/7/2002,Monitor,Gigabyte,1100000.0,754049.0
BON01135,PEL00526,2/12/2021,Tangerang,PRD00044,13,0,1,yes,Rina WPO,P,2/14/1990,Speaker,Polytron,200000.0,162998.0
BON02272,PEL00016,2/12/2021,Tangerang,PRD00007,15,15,2,no,Budi WET,L,9/18/1988,Monitor,Dell,1850000.0,1578030.0
BON07434,PEL01351,2/12/2021,Bekasi,PRD00036,10,0,2,no,Dedi BKE,L,6/4/1968,Speaker,JBL,1200000.0,807918.0
BON02984,PEL00064,2/13/2021,Bekasi,PRD00044,30,0,5,no,Tina JQE,P,4/17/1997,Speaker,Polytron,200000.0,162998.0
BON03756,PEL01179,2/13/2021,Bekasi,,13,15,3,no,Tina SIE,P,4/12/1978,,,,
BON09564,PEL00948,2/13/2021,Bekasi,PRD00013,22,10,4,no,Rudi KTN,L,11/10/1972,Monitor,Gigabyte,1100000.0,754049.0
BON09652,PEL01487,2/13/2021,Tangerang,PRD00011,15,5,4,no,Budi OXV,L,8/26/1972,Monitor,Acer,1000000.0,747733.0
BON09898,PEL01224,2/13/2021,Bogor,PRD00041,22,10,4,no,Dewi KZE,P,2/4/2002,Speaker,Advance,900000.0,624242.0
BON01254,PEL00547,2/14/2021,Bekasi,PRD00025,16,10,1,yes,Dedi PRQ,L,10/13/1991,Keyboard,Panasonic,400000.0,287728.0
BON02080,PEL01856,2/14/2021,Jakarta,PRD00019,21,5,2,no,Dedi UBI,L,2/15/1985,Keyboard,Brother,1150000.0,843532.0
BON02946,PEL00749,2/14/2021,Bogor,PRD00017,25,0,1,yes,Rina XSI,P,8/7/1967,Keyboard,Epson,1250000.0,983813.0
BON03986,PEL00025,2/14/2021,Bekasi,PRD00011,29,0,3,no,Dewi OEB,P,8/19/1983,Monitor,Acer,1000000.0,747733.0
BON04194,PEL01413,2/14/2021,Bekasi,PRD00012,18,10,1,yes,Dedi OIR,L,2/6/1974,Monitor,MSI,1800000.0,1596299.0
BON06285,PEL00923,2/14/2021,Bandung,PRD00008,17,0,4,no,Rudi SDX,L,8/9/1996,Monitor,ASUS,1850000.0,1548728.0
BON08689,PEL01445,2/14/2021,Bekasi,PRD00042,29,10,3,no,Agus LPP,L,7/25/1974,Speaker,Robot,1500000.0,1241712.0
BON00051,PEL00078,2/15/2021,Bogor,PRD00023,19,0,1,yes,Rina NLQ,P,6/5/1965,Keyboard,Ricoh,450000.0,375091.0
BON00439,PEL00935,2/15/2021,Tangerang,PRD00008,30,10,1,yes,Tina IYL,P,1/21/1996,Monitor,ASUS,1850000.0,1548728.0
BON01366,PEL00155,2/15/2021,Tangerang,PRD00036,22,0,5,no,Lia BUR,P,6/8/1966,Speaker,JBL,1200000.0,807918.0
BON01540,PEL01353,2/15/2021,Jakarta,PRD00031,26,10,3,no,Rina XQC,P,11/22/1965,Printer,Xerox,2700000.0,1999288.0
BON01686,PEL00359,2/15/2021,Tangerang,PRD00042,27,10,4,no,Agus KYZ,L,4/22/1986,Speaker,Robot,1500000.0,1241712.0
BON03168,PEL00001,2/15/2021,Bandung,PRD00032,12,5,1,yes,Joko TFQ,L,5/8/2005,Printer,Lexmark,2500000.0,1828761.0
BON03911,PEL00568,2/15/2021,Bogor,PRD00007,29,10,3,no,Lia SZA,P,4/2/1970,Monitor,Dell,1850000.0,1578030.0
BON06153,PEL01360,2/15/2021,Tangerang,PRD00009,26,10,1,yes,Tina ZRJ,P,7/1/2003,Monitor,Samsung,1600000.0,1139107.0
BON06764,PEL01407,2/15/2021,Depok,PRD00004,20,10,1,yes,Dewi CHC,P,12/16/2003,Mouse,Corsair,425000.0,267954.0
BON08017,PEL00947,2/15/2021,Bekasi,PRD00036,22,15,2,no,Rina JVT,P,7/16/2003,Speaker,JBL,1200000.0,807918.0
BON08638,PEL01194,2/15/2021,Bandung,PRD00020,16,5,4,no,Lia GUU,P,8/1/1969,Keyboard,Samsung,600000.0,501505.0
BON01606,PEL01896,2/16/2021,Depok,PRD00038,14,0,2,no,Agus QFI,L,1/21/1992,Speaker,Bose,1400000.0,929872.0
BON05977,PEL01739,2/16/2021,Depok,PRD00014,27,5,3,no,Rina QEL,P,10/1/1973,Monitor,Eizo,750000.0,557724.0
BON00103,PEL00558,2/17/2021,Jakarta,PRD00024,29,0,4,no,Rudi ZYX,L,10/15/1990,Keyboard,Kyocera,850000.0,759960.0
BON01178,PEL01040,2/17/2021,Bogor,PRD00007,25,5,1,yes,Agus TGL,L,6/9/1998,Monitor,Dell,1850000.0,1578030.0
,PEL01715,2/17/2021,Bogor,PRD00035,10,0,2,no,Lia HTJ,P,1/21/1980,Printer,Panasonic,2000000.0,1788056.0
BON03498,PEL01781,2/17/2021,Bogor,PRD00011,20,10,1,yes,Rudi QGN,L,5/5/1966,Monitor,Acer,1000000.0,747733.0
BON04777,PEL01126,2/17/2021,Bandung,PRD00034,19,5,4,no,Tina QJJ,P,11/7/1971,Printer,Kyocera,2200000.0,1936263.0
BON05958,PEL01029,2/17/2021,Jakarta,PRD00036,25,15,5,no,Joko LHK,L,1/10/1968,Speaker,JBL,1200000.0,807918.0
BON06331,PEL01261,2/17/2021,Tangerang,PRD00005,22,0,1,yes,Agus OLF,L,2/3/2001,Mouse,Microsoft,225000.0,178221.0
BON01153,PEL00560,2/18/2021,Jakarta,PRD00007,19,0,4,no,Rina REJ,P,9/8/1994,Monitor,Dell,1850000.0,1578030.0
BON02862,PEL01827,2/18/2021,Bogor,PRD00036,16,5,2,no,Budi SGQ,L,7/28/1989,Speaker,JBL,1200000.0,807918.0
BON03144,PEL01425,2/18/2021,Jakarta,PRD00015,11,15,1,yes,Sari UBB,P,12/4/1982,Monitor,ViewSonic,1950000.0,1227395.0
BON04779,PEL00855,2/18/2021,Bandung,PRD00014,24,5,2,no,Tina EMP,P,1/17/1998,Monitor,Eizo,750000.0,557724.0
BON01271,PEL00087,2/19/2021,Tangerang,PRD00039,18,10,3,no,Rudi MGC,L,10/20/1977,Speaker,Logitech,900000.0,573618.0
BON01362,PEL01399,2/19/2021,Depok,PRD00043,20,15,2,no,Dewi VTG,P,9/18/2005,Speaker,Simbadda,1000000.0,619214.0
BON04245,PEL01177,2/19/2021,Tangerang,PRD00033,16,5,2,no,Lia GBN,P,10/21/1997,Printer,Ricoh,1800000.0,1412073.0
BON06528,PEL01240,2/19/2021,Jakarta,PRD00011,19,0,1,yes,Tina MZW,P,8/4/1995,Monitor,Acer,1000000.0,747733.0
BON08328,PEL00582,2/19/2021,Bogor,PRD00021,20,5,3,no,Budi PVS,L,2/16/1995,Keyboard,Xerox,750000.0,514953.0
BON00555,PEL00047,2/20/2021,Tangerang,PRD00034,19,15,2,no,Dewi UPC,P,3/4/2005,Printer,Kyocera,2200000.0,1936263.0
BON02944,PEL01577,2/20/2021,Tangerang,PRD00029,26,0,2,no,Lia FIB,P,10/19/1969,Printer,Brother,900000.0,607976.0
BON04057,PEL00870,2/20/2021,Tangerang,PRD00022,27,0,2,no,Dedi NVM,L,3/9/1986,Keyboard,Lexmark,550000.0,477099.0
BON07063,PEL01721,2/20/2021,Tangerang,PRD00022,13,0,1,yes,Sari GOJ,P,8/7/1984,Keyboard,Lexmark,550000.0,477099.0
BON08702,PEL01278,2/20/2021,Depok,PRD00024,29,0,4,no,Lia AXE,P,9/18/1996,Keyboard,Kyocera,850000.0,759960.0
BON00404,PEL01403,2/21/2021,Jakarta,PRD00027,11,15,1,yes,Rina SRT,P,1/11/1990,Printer,Epson,1800000.0,1129863.0
BON03738,PEL00092,2/21/2021,Bandung,PRD00022,28,0,4,no,Sari FXP,P,5/22/1992,Keyboard,Lexmark,550000.0,477099.0
BON04418,PEL00419,2/21/2021,Bandung,PRD00018,17,15,5,no,Rudi SJT,L,12/16/1990,Keyboard,HP,800000.0,605976.0
BON04736,PEL01512,2/21/2021,Tangerang,PRD00006,12,15,4,no,Dewi SWV,P,10/26/1979,Monitor,LG,1900000.0,1147364.0
BON04980,PEL01991,2/21/2021,Tangerang,PRD00030,22,15,5,no,Budi CTJ,L,2/3/1965,Printer,Samsung,2700000.0,1800182.0
BON08369,PEL01921,2/21/2021,Jakarta,PRD00035,21,0,1,yes,Budi REW,L,12/13/1988,Printer,Panasonic,2000000.0,1788056.0
BON09128,PEL00155,2/21/2021,Depok,PRD00035,19,0,4,no,Lia BUR,P,6/8/1966,Printer,Panasonic,2000000.0,1788056.0
BON09807,PEL01178,2/21/2021,Jakarta,PRD00003,26,5,2,no,Budi IQA,L,9/28/1987,Mouse,SteelSeries,450000.0,358724.0
BON01296,PEL00656,2/22/2021,Bandung,PRD00027,23,10,5,no,Budi VTE,L,11/2/1994,Printer,Epson,1800000.0,1129863.0
BON02057,PEL00816,2/22/2021,Depok,PRD00010,21,0,5,no,Sari OTJ,P,5/28/1987,Monitor,BenQ,1950000.0,1409393.0
BON05380,PEL01873,2/22/2021,Tangerang,PRD00038,26,10,3,no,Budi AMX,L,4/8/1993,Speaker,Bose,1400000.0,929872.0
BON05649,PEL00094,2/22/2021,Bandung,PRD00033,28,15,1,yes,Rina DWS,P,9/8/1993,Printer,Ricoh,1800000.0,1412073.0
BON05659,PEL01948,2/22/2021,Depok,PRD00007,16,10,5,no,Joko OWV,L,10/7/1973,Monitor,Dell,1850000.0,1578030.0
BON07956,PEL00254,2/22/2021,Jakarta,PRD00036,28,5,3,no,Budi XKT,L,10/18/1973,Speaker,JBL,1200000.0,807918.0
BON09436,PEL00812,2/22/2021,Bandung,PRD00034,30,5,1,yes,Lia VKR,P,8/28/2004,Printer,Kyocera,2200000.0,1936263.0
BON00063,PEL01454,2/23/2021,Depok,PRD00026,12,0,3,no,Rudi ZQX,L,4/21/1969,Printer,Canon,1800000.0,1375032.0
BON00644,PEL00298,2/23/2021,Bogor,PRD00041,10,0,1,yes,Rina TNM,P,11/9/1993,Speaker,Advance,900000.0,624242.0
BON00764,PEL01070,2/23/2021,,PRD00010,20,15,4,no,Dedi ACA,L,10/4/1969,Monitor,BenQ,1950000.0,1409393.0
BON00830,PEL00675,2/23/2021,Bogor,PRD00016,10,0,2,no,Rina BHY,P,11/15/1985,Keyboard,Canon,1100000.0,902572.0
BON00992,PEL00493,2/23/2021,Bandung,PRD00031,30,15,3,no,Dedi YOX,L,6/18/1998,Printer,Xerox,2700000.0,1999288.0
BON02845,PEL00843,2/24/2021,Bogor,PRD00004,21,10,1,yes,Tina FVR,P,9/24/1996,Mouse,Corsair,425000.0,267954.0
BON05617,PEL01069,2/24/2021,Bandung,PRD00010,28,0,5,no,Rina SQV,P,7/1/2000,Monitor,BenQ,1950000.0,1409393.0
BON06724,PEL00670,2/24/2021,Jakarta,PRD00018,26,0,1,yes,Budi YZR,L,2/16/1984,Keyboard,HP,800000.0,605976.0
BON07697,PEL00108,2/24/2021,Bandung,PRD00008,12,5,2,no,Rina VUF,P,2/26/1978,Monitor,ASUS,1850000.0,1548728.0
BON08566,PEL00971,2/24/2021,Bandung,PRD00003,10,0,1,yes,Dedi ECS,L,2/14/1975,Mouse,SteelSeries,450000.0,358724.0
BON09154,PEL01588,2/24/2021,Bandung,PRD00017,26,0,2,no,Agus JKX,L,4/4/1978,Keyboard,Epson,1250000.0,983813.0
BON09346,PEL00006,2/24/2021,Bogor,PRD00029,27,5,3,no,Sari BDR,P,3/8/1971,Printer,Brother,900000.0,607976.0
BON02062,PEL01964,2/25/2021,Depok,PRD00007,25,15,3,no,Rina EWD,P,8/4/1977,Monitor,Dell,1850000.0,1578030.0
BON03331,PEL00019,2/25/2021,Bandung,PRD00032,28,0,4,no,Agus HWM,L,12/8/2001,Printer,Lexmark,2500000.0,1828761.0
BON04342,PEL00800,2/25/2021,Jakarta,,11,0,2,no,Sari OSK,P,12/11/1987,,,,
BON07478,PEL01407,2/25/2021,Tangerang,PRD00006,25,0,3,no,Dewi CHC,P,12/16/2003,Monitor,LG,1900000.0,1147364.0
BON02077,PEL00337,2/26/2021,Depok,PRD00008,11,0,4,no,Dewi BWP,P,11/17/1980,Monitor,ASUS,1850000.0,1548728.0
BON02181,PEL01253,2/26/2021,Tangerang,PRD00012,13,0,1,yes,Dewi KSF,P,11/18/1988,Monitor,MSI,1800000.0,1596299.0
BON05611,PEL01270,2/26/2021,Tangerang,PRD00044,15,15,1,yes,Dedi ROZ,L,7/13/1997,Speaker,Polytron,200000.0,162998.0
BON05794,PEL00266,2/26/2021,Bandung,PRD00033,17,0,1,yes,Agus AUS,L,8/26/1970,Printer,Ricoh,1800000.0,1412073.0
BON06299,PEL01626,2/26/2021,Bekasi,,22,0,1,yes,Budi UZQ,L,10/9/1992,,,,
BON06394,PEL01103,2/26/2021,,PRD00043,26,10,2,no,Tina ZOE,P,5/3/1985,Speaker,Simbadda,1000000.0,619214.0
BON06972,PEL00055,2/26/2021,Tangerang,PRD00010,11,15,2,no,Sari JBZ,P,8/25/1966,Monitor,BenQ,1950000.0,1409393.0
BON08408,PEL01418,2/26/2021,Jakarta,PRD00015,23,0,3,no,Lia XKJ,P,2/22/1995,Monitor,ViewSonic,1950000.0,1227395.0
BON09638,PEL01735,2/26/2021,Depok,PRD00030,28,15,1,yes,Dewi HBG,P,4/11/2005,Printer,Samsung,2700000.0,1800182.0
BON01543,PEL01038,2/27/2021,Depok,PRD00020,29,0,2,no,Dedi FEZ,L,5/19/1998,Keyboard,Samsung,600000.0,501505.0
BON03330,PEL00456,2/27/2021,Tangerang,PRD00023,11,10,5,no,Dedi JUC,L,1/2/1992,Keyboard,Ricoh,450000.0,375091.0
BON05382,PEL00958,2/27/2021,Bekasi,PRD00030,28,15,4,no,Dedi VTE,L,12/2/1986,Printer,Samsung,2700000.0,1800182.0
BON06142,PEL00095,2/27/2021,Bandung,PRD00029,28,0,4,no,Dedi CQY,L,11/22/1968,Printer,Brother,900000.0,607976.0
,PEL01909,2/27/2021,Jakarta,PRD00029,16,5,2,no,Sari KYW,P,1/16/1994,Printer,Brother,900000.0,607976.0
BON07367,PEL01041,2/27/2021,Bandung,PRD00005,30,10,1,yes,Sari GIN,P,5/2/1972,Mouse,Microsoft,225000.0,178221.0
BON07430,,2/27/2021,Bogor,PRD00020,13,5,2,no,,,,Keyboard,Samsung,600000.0,501505.0
BON08587,PEL00615,2/27/2021,Jakarta,PRD00035,21,15,3,no,Agus UFL,L,10/3/1999,Printer,Panasonic,2000000.0,1788056.0
BON08668,PEL01758,2/27/2021,Bekasi,PRD00038,25,0,3,no,Rina EUM,P,1/22/1972,Speaker,Bose,1400000.0,929872.0
,PEL00630,2/27/2021,Bekasi,PRD00019,26,5,1,yes,Sari VLZ,P,12/19/1968,Keyboard,Brother,1150000.0,843532.0
BON00711,PEL00907,2/28/2021,Depok,PRD00011,15,10,5,no,Sari WOV,P,9/12/2005,Monitor,Acer,1000000.0,747733.0
BON02299,PEL01495,2/28/2021,Bekasi,PRD00011,16,10,5,no,Lia BRS,P,9/18/1973,Monitor,Acer,1000000.0,747733.0
BON03924,PEL00973,2/28/2021,Depok,PRD00003,26,15,3,no,Dedi YEY,L,9/8/1976,Mouse,SteelSeries,450000.0,358724.0
BON05872,PEL01977,2/28/2021,Bogor,PRD00013,16,15,2,no,Rina ZNH,P,5/7/1987,Monitor,Gigabyte,1100000.0,754049.0
BON06706,PEL01216,2/28/2021,Bandung,PRD00041,14,15,4,no,Joko CHP,L,3/21/2004,Speaker,Advance,900000.0,624242.0
BON06768,PEL00867,2/28/2021,Depok,PRD00018,21,0,4,no,Agus FKM,L,1/22/1966,Keyboard,HP,800000.0,605976.0
BON06836,PEL01705,2/28/2021,Bekasi,PRD00035,22,5,4,no,Dewi XKX,P,8/18/1976,Printer,Panasonic,2000000.0,1788056.0
BON07231,PEL00573,2/28/2021,Jakarta,PRD00008,30,10,5,no,Tina GHE,P,11/15/1966,Monitor,ASUS,1850000.0,1548728.0
BON07329,PEL00619,2/28/2021,Depok,PRD00034,11,10,3,no,Dedi AFG,L,10/11/1975,Printer,Kyocera,2200000.0,1936263.0
BON07937,PEL00762,2/28/2021,Bekasi,PRD00022,16,10,5,no,Lia WHK,P,2/19/1974,Keyboard,Lexmark,550000.0,477099.0
BON08019,PEL01442,2/28/2021,Bogor,PRD00026,23,5,5,no,Agus WIU,L,8/19/2001,Printer,Canon,1800000.0,1375032.0
BON00177,PEL00129,3/1/2021,Depok,PRD00010,18,5,1,yes,Rudi FCU,L,7/1/1966,Monitor,BenQ,1950000.0,1409393.0
BON01838,PEL00955,3/1/2021,Jakarta,,21,15,5,no,Dedi FZO,L,5/20/1987,,,,
BON01879,PEL00947,3/1/2021,Bekasi,PRD00011,29,15,2,no,Rina JVT,P,7/16/2003,Monitor,Acer,1000000.0,747733.0
BON05780,PEL00256,3/1/2021,Bandung,PRD00003,29,10,1,yes,Dewi BTN,P,2/24/2002,Mouse,SteelSeries,450000.0,358724.0
BON09455,PEL00561,3/1/2021,Tangerang,PRD00041,12,5,3,no,Rudi OPS,L,1/6/1976,Speaker,Advance,900000.0,624242.0
BON09763,PEL01878,3/1/2021,Bogor,PRD00023,16,15,2,no,Rudi GNP,L,11/12/1983,Keyboard,Ricoh,450000.0,375091.0
BON00558,PEL00870,3/2/2021,Bogor,PRD00002,13,15,1,yes,Dedi NVM,L,3/9/1986,Mouse,Razer,125000.0,87603.0
BON01637,PEL01515,3/2/2021,Bekasi,PRD00041,18,15,2,no,Dewi MIR,P,7/1/1981,Speaker,Advance,900000.0,624242.0
BON01843,PEL00345,3/2/2021,Bekasi,PRD00015,21,10,2,no,Lia RRR,P,2/11/1972,Monitor,ViewSonic,1950000.0,1227395.0
BON01909,PEL00986,3/2/2021,Bekasi,PRD00021,18,10,4,no,Rina TZL,P,4/14/1972,Keyboard,Xerox,750000.0,514953.0
BON02833,PEL00281,3/2/2021,Jakarta,PRD00019,30,5,2,no,Budi LPA,L,1/11/1983,Keyboard,Brother,1150000.0,843532.0
BON03881,PEL00633,3/2/2021,Tangerang,PRD00016,10,15,5,no,Rudi EZX,L,3/3/1967,Keyboard,Canon,1100000.0,902572.0
BON06984,PEL00882,3/2/2021,Tangerang,PRD00025,21,15,4,no,Rina XIM,P,5/19/1969,Keyboard,Panasonic,400000.0,287728.0
BON07717,PEL00148,3/2/2021,Bandung,PRD00021,28,0,1,yes,Sari RYK,P,12/14/2002,Keyboard,Xerox,750000.0,514953.0
BON09728,PEL00572,3/2/2021,Bogor,PRD00039,11,5,5,no,Tina XHK,P,8/6/2001,Speaker,Logitech,900000.0,573618.0
BON01063,PEL00005,3/3/2021,Depok,PRD00011,14,0,4,no,Agus IHL,L,3/13/1973,Monitor,Acer,1000000.0,747733.0
BON02491,PEL01257,3/3/2021,Bogor,PRD00015,26,10,1,yes,Lia IOI,P,3/2/1967,Monitor,ViewSonic,1950000.0,1227395.0
BON04432,PEL01807,3/3/2021,Bogor,PRD00011,13,10,2,no,Lia JGE,P,5/17/1983,Monitor,Acer,1000000.0,747733.0
BON06161,PEL00227,3/3/2021,Jakarta,PRD00032,30,15,4,no,Dedi RGO,L,12/9/1994,Printer,Lexmark,2500000.0,1828761.0
BON06580,PEL00884,3/3/2021,Depok,PRD00008,10,15,5,no,Dedi MMC,L,5/14/1974,Monitor,ASUS,1850000.0,1548728.0
BON07081,PEL01049,3/3/2021,Tangerang,PRD00013,28,0,5,no,Agus EKJ,L,8/21/2004,Monitor,Gigabyte,1100000.0,754049.0
BON07220,,3/3/2021,Bandung,PRD00016,23,0,1,yes,,,,Keyboard,Canon,1100000.0,902572.0
BON09521,PEL01415,3/3/2021,Bekasi,PRD00022,20,0,1,yes,Joko FYO,L,10/5/1971,Keyboard,Lexmark,550000.0,477099.0
BON02800,PEL00347,3/4/2021,Depok,PRD00017,11,0,1,yes,Rudi QKA,L,1/10/1996,Keyboard,Epson,1250000.0,983813.0
BON06408,PEL00515,3/4/2021,Bekasi,PRD00026,14,5,2,no,Rudi AES,L,9/23/1979,Printer,Canon,1800000.0,1375032.0
BON06879,PEL01172,3/4/2021,Bandung,PRD00024,29,5,3,no,Rudi OTS,L,12/25/1981,Keyboard,Kyocera,850000.0,759960.0
BON07193,PEL00275,3/4/2021,Jakarta,PRD00021,20,0,4,no,Dedi GBX,L,9/3/2001,Keyboard,Xerox,750000.0,514953.0
BON08293,PEL00444,3/4/2021,Bekasi,PRD00017,22,0,4,no,Rina QRM,P,2/2/1996,Keyboard,Epson,1250000.0,983813.0
BON00124,PEL00100,3/5/2021,Jakarta,PRD00021,14,5,2,no,Agus NGX,L,5/23/1997,Keyboard,Xerox,750000.0,514953.0
BON01602,PEL00778,3/5/2021,Tangerang,PRD00029,15,10,3,no,Budi BMS,L,11/18/2005,Printer,Brother,900000.0,607976.0
BON07810,,3/5/2021,Jakarta,PRD00029,14,5,5,no,,,,Printer,Brother,900000.0,607976.0
BON07941,PEL00644,3/5/2021,Depok,PRD00022,13,5,5,no,Sari AMT,P,7/16/2000,Keyboard,Lexmark,550000.0,477099.0
BON00168,PEL01766,3/6/2021,Tangerang,PRD00035,12,5,5,no,Budi TES,L,8/4/1965,Printer,Panasonic,2000000.0,1788056.0
BON01545,PEL00347,3/6/2021,Bekasi,PRD00019,17,10,3,no,Rudi QKA,L,1/10/1996,Keyboard,Brother,1150000.0,843532.0
BON03704,PEL00918,3/6/2021,Tangerang,PRD00040,14,10,3,no,Dewi FVE,P,12/12/2004,Speaker,Harman Kardon,500000.0,359780.0
BON03895,PEL00329,3/6/2021,Tangerang,PRD00016,28,0,4,no,Tina WZV,P,4/1/1996,Keyboard,Canon,1100000.0,902572.0
BON04845,PEL01523,3/6/2021,Bogor,PRD00025,11,5,2,no,Joko GZJ,L,4/13/1984,Keyboard,Panasonic,400000.0,287728.0
BON05060,PEL00996,3/6/2021,,PRD00013,21,10,1,yes,Tina MOQ,P,8/22/1999,Monitor,Gigabyte,1100000.0,754049.0
BON06464,PEL00701,3/6/2021,Bandung,PRD00028,30,10,2,no,Dedi ZUF,L,5/19/2002,Printer,HP,2800000.0,1776707.0
BON00372,PEL00793,3/7/2021,Bandung,PRD00032,10,5,1,yes,Agus YAG,L,5/26/1979,Printer,Lexmark,2500000.0,1828761.0
BON01242,PEL01134,3/7/2021,Jakarta,PRD00012,28,10,1,yes,Budi ONS,L,5/21/1978,Monitor,MSI,1800000.0,1596299.0
BON02880,PEL01917,3/7/2021,Tangerang,PRD00032,27,0,1,yes,Lia RCX,P,9/15/1970,Printer,Lexmark,2500000.0,1828761.0
BON03130,PEL01262,3/7/2021,Bekasi,PRD00014,29,0,2,no,Rudi TVH,L,12/24/2002,Monitor,Eizo,750000.0,557724.0
